date,city_id,city_name,score,wins,losses,playoff_wins,playoff_losses
2020-08-29,baltimore-md,Baltimore,-1,0,1,0,0
2020-08-29,cincinnati-oh,Cincinnati,-1,0,1,0,0
2020-08-29,miami-fl,Miami,-1,0,1,0,0
2020-08-29,minneapolis-mn,Minneapolis,-1,0,1,0,0
2020-08-29,oakland-ca,Oakland,-1,0,1,0,0
2020-08-29,phoenix-az,Phoenix,-1,0,1,0,0
2020-08-29,pittsburgh-pa,Pittsburgh,-1,0,1,0,0
2020-08-29,san-diego-ca,San Diego,-1,0,1,0,0
2020-08-29,seattle-wa,Seattle,-1,0,1,0,0
2020-08-29,st.-louis-mo,St. Louis,-1,0,1,0,0
2020-08-29,washington-dc,Washington,-1,0,1,0,0
2020-08-29,boston,Boston,-3,0,1,0,1
2020-08-29,philadelphia,Philadelphia,-3,0,1,0,1
2020-08-29,vancouver,Vancouver,-3,0,1,0,1
2020-08-30,dallas,Dallas,3,1,0,1,0
2020-08-30,new-york,New York,3,1,0,1,0
2020-08-30,vegas,Vegas,3,1,0,1,0
2020-08-30,chicago-il,Chicago,2,2,0,0,0
2020-08-30,atlanta-ga,Atlanta,1,1,0,0,0
2020-08-30,boston-ma,Boston,1,1,0,0,0
2020-08-30,detroit-mi,Detroit,1,1,0,0,0
2020-08-30,los-angeles-ca,Los Angeles,1,1,0,0,0
2020-08-30,pittsburgh-pa,Pittsburgh,1,1,0,0,0
2020-08-30,san-diego-ca,San Diego,1,1,0,0,0
2020-08-30,san-francisco-ca,San Francisco,1,1,0,0,0
2020-08-30,seattle-wa,Seattle,1,1,0,0,0
2020-08-30,st.-louis-mo,St. Louis,1,1,0,0,0
2020-08-30,st.-petersburg-fl,St. Petersburg,1,1,0,0,0
2020-08-30,toronto-on,Toronto,1,1,0,0,0
2020-08-30,new-york-ny,New York,0,1,1,0,0
2020-08-30,anaheim-ca,Anaheim,-1,0,1,0,0
2020-08-30,arlington-tx,Arlington,-1,0,1,0,0
2020-08-30,baltimore-md,Baltimore,-1,0,1,0,0
2020-08-30,cincinnati-oh,Cincinnati,-1,0,1,0,0
2020-08-30,cleveland-oh,Cleveland,-1,0,1,0,0
2020-08-30,denver-co,Denver,-1,0,1,0,0
2020-08-30,kansas-city-mo,Kansas City,-1,0,1,0,0
2020-08-30,miami-fl,Miami,-1,0,1,0,0
2020-08-30,milwaukee-wi,Milwaukee,-1,0,1,0,0
2020-08-30,minneapolis-mn,Minneapolis,-1,0,1,0,0
2020-08-30,philadelphia-pa,Philadelphia,-1,0,1,0,0
2020-08-30,phoenix-az,Phoenix,-1,0,1,0,0
2020-08-30,washington-dc,Washington,-1,0,1,0,0
2020-08-30,colorado,Colorado,-3,0,1,0,1
2020-08-30,philadelphia,Philadelphia,-3,0,1,0,1
2020-08-30,vancouver,Vancouver,-3,0,1,0,1
2020-08-31,colorado,Colorado,3,1,0,1,0
2020-08-31,tampa-bay,Tampa Bay,3,1,0,1,0
2020-08-31,atlanta-ga,Atlanta,1,1,0,0,0
2020-08-31,baltimore-md,Baltimore,1,1,0,0,0
2020-08-31,chicago-il,Chicago,1,1,0,0,0
2020-08-31,kansas-city-mo,Kansas City,1,1,0,0,0
2020-08-31,miami-fl,Miami,1,1,0,0,0
2020-08-31,milwaukee-wi,Milwaukee,1,1,0,0,0
2020-08-31,philadelphia-pa,Philadelphia,1,1,0,0,0
2020-08-31,san-diego-ca,San Diego,1,1,0,0,0
2020-08-31,seattle-wa,Seattle,1,1,0,0,0
2020-08-31,st.-louis-mo,St. Louis,1,1,0,0,0
2020-08-31,st.-petersburg-fl,St. Petersburg,1,1,0,0,0
2020-08-31,anaheim-ca,Anaheim,-1,0,1,0,0
2020-08-31,boston-ma,Boston,-1,0,1,0,0
2020-08-31,cincinnati-oh,Cincinnati,-1,0,1,0,0
2020-08-31,cleveland-oh,Cleveland,-1,0,1,0,0
2020-08-31,denver-co,Denver,-1,0,1,0,0
2020-08-31,minneapolis-mn,Minneapolis,-1,0,1,0,0
2020-08-31,pittsburgh-pa,Pittsburgh,-1,0,1,0,0
2020-08-31,toronto-on,Toronto,-1,0,1,0,0
2020-08-31,washington-dc,Washington,-1,0,1,0,0
2020-08-31,new-york-ny,New York,-2,0,2,0,0
2020-08-31,boston,Boston,-3,0,1,0,1
2020-08-31,dallas,Dallas,-3,0,1,0,1
2020-09-01,philadelphia,Philadelphia,3,1,0,1,0
2020-09-01,vancouver,Vancouver,3,1,0,1,0
2020-09-01,arlington-tx,Arlington,1,1,0,0,0
2020-09-01,atlanta-ga,Atlanta,1,1,0,0,0
2020-09-01,baltimore-md,Baltimore,1,1,0,0,0
2020-09-01,cleveland-oh,Cleveland,1,1,0,0,0
2020-09-01,detroit-mi,Detroit,1,1,0,0,0
2020-09-01,los-angeles-ca,Los Angeles,1,1,0,0,0
2020-09-01,miami-fl,Miami,1,1,0,0,0
2020-09-01,minneapolis-mn,Minneapolis,1,1,0,0,0
2020-09-01,philadelphia-pa,Philadelphia,1,1,0,0,0
2020-09-01,san-francisco-ca,San Francisco,1,1,0,0,0
2020-09-01,st.-louis-mo,St. Louis,1,1,0,0,0
2020-09-01,chicago-il,Chicago,0,1,1,0,0
2020-09-01,new-york-ny,New York,0,1,1,0,0
2020-09-01,boston-ma,Boston,-1,0,1,0,0
2020-09-01,cincinnati-oh,Cincinnati,-1,0,1,0,0
2020-09-01,denver-co,Denver,-1,0,1,0,0
2020-09-01,houston-tx,Houston,-1,0,1,0,0
2020-09-01,kansas-city-mo,Kansas City,-1,0,1,0,0
2020-09-01,milwaukee-wi,Milwaukee,-1,0,1,0,0
2020-09-01,phoenix-az,Phoenix,-1,0,1,0,0
2020-09-01,pittsburgh-pa,Pittsburgh,-1,0,1,0,0
2020-09-01,st.-petersburg-fl,St. Petersburg,-1,0,1,0,0
2020-09-01,toronto-on,Toronto,-1,0,1,0,0
2020-09-01,washington-dc,Washington,-1,0,1,0,0
2020-09-01,new-york,New York,-3,0,1,0,1
2020-09-01,vegas,Vegas,-3,0,1,0,1
2020-09-02,colorado,Colorado,3,1,0,1,0
2020-09-02,atlanta-ga,Atlanta,1,1,0,0,0
2020-09-02,cincinnati-oh,Cincinnati,1,1,0,0,0
2020-09-02,cleveland-oh,Cleveland,1,1,0,0,0
2020-09-02,denver-co,Denver,1,1,0,0,0
2020-09-02,houston-tx,Houston,1,1,0,0,0
2020-09-02,los-angeles-ca,Los Angeles,1,1,0,0,0
2020-09-02,milwaukee-wi,Milwaukee,1,1,0,0,0
2020-09-02,minneapolis-mn,Minneapolis,1,1,0,0,0
2020-09-02,philadelphia-pa,Philadelphia,1,1,0,0,0
2020-09-02,san-diego-ca,San Diego,1,1,0,0,0
2020-09-02,st.-petersburg-fl,St. Petersburg,1,1,0,0,0
2020-09-02,toronto-on,Toronto,1,1,0,0,0
2020-09-02,chicago-il,Chicago,0,1,1,0,0
2020-09-02,new-york-ny,New York,0,1,1,0,0
2020-09-02,anaheim-ca,Anaheim,-1,0,1,0,0
2020-09-02,arlington-tx,Arlington,-1,0,1,0,0
2020-09-02,baltimore-md,Baltimore,-1,0,1,0,0
2020-09-02,boston-ma,Boston,-1,0,1,0,0
2020-09-02,detroit-mi,Detroit,-1,0,1,0,0
2020-09-02,kansas-city-mo,Kansas City,-1,0,1,0,0
2020-09-02,miami-fl,Miami,-1,0,1,0,0
2020-09-02,phoenix-az,Phoenix,-1,0,1,0,0
2020-09-02,pittsburgh-pa,Pittsburgh,-1,0,1,0,0
2020-09-02,san-francisco-ca,San Francisco,-1,0,1,0,0
2020-09-02,st.-louis-mo,St. Louis,-1,0,1,0,0
2020-09-02,washington-dc,Washington,-1,0,1,0,0
2020-09-02,dallas,Dallas,-3,0,1,0,1
2020-09-03,philadelphia,Philadelphia,3,1,0,1,0
2020-09-03,vancouver,Vancouver,3,1,0,1,0
2020-09-03,anaheim-ca,Anaheim,1,1,0,0,0
2020-09-03,houston-tx,Houston,1,1,0,0,0
2020-09-03,los-angeles-ca,Los Angeles,1,1,0,0,0
2020-09-03,philadelphia-pa,Philadelphia,1,1,0,0,0
2020-09-03,pittsburgh-pa,Pittsburgh,1,1,0,0,0
2020-09-03,toronto-on,Toronto,1,1,0,0,0
2020-09-03,chicago-il,Chicago,0,1,1,0,0
2020-09-03,new-york-ny,New York,0,1,1,0,0
2020-09-03,arlington-tx,Arlington,-1,0,1,0,0
2020-09-03,boston-ma,Boston,-1,0,1,0,0
2020-09-03,kansas-city-mo,Kansas City,-1,0,1,0,0
2020-09-03,phoenix-az,Phoenix,-1,0,1,0,0
2020-09-03,san-diego-ca,San Diego,-1,0,1,0,0
2020-09-03,washington-dc,Washington,-1,0,1,0,0
2020-09-03,new-york,New York,-3,0,1,0,1
2020-09-03,vegas,Vegas,-3,0,1,0,1
2020-09-04,dallas,Dallas,3,1,0,1,0
2020-09-04,vegas,Vegas,3,1,0,1,0
2020-09-04,chicago-il,Chicago,2,2,0,0,0
2020-09-04,anaheim-ca,Anaheim,1,1,0,0,0
2020-09-04,atlanta-ga,Atlanta,1,1,0,0,0
2020-09-04,cincinnati-oh,Cincinnati,1,1,0,0,0
2020-09-04,los-angeles-ca,Los Angeles,1,1,0,0,0
2020-09-04,milwaukee-wi,Milwaukee,1,1,0,0,0
2020-09-04,minneapolis-mn,Minneapolis,1,1,0,0,0
2020-09-04,philadelphia-pa,Philadelphia,1,1,0,0,0
2020-09-04,phoenix-az,Phoenix,1,1,0,0,0
2020-09-04,san-diego-ca,San Diego,1,1,0,0,0
2020-09-04,seattle-wa,Seattle,1,1,0,0,0
2020-09-04,st.-petersburg-fl,St. Petersburg,1,1,0,0,0
2020-09-04,toronto-on,Toronto,1,1,0,0,0
2020-09-04,new-york-ny,New York,0,1,1,0,0
2020-09-04,arlington-tx,Arlington,-1,0,1,0,0
2020-09-04,baltimore-md,Baltimore,-1,0,1,0,0
2020-09-04,boston-ma,Boston,-1,0,1,0,0
2020-09-04,cleveland-oh,Cleveland,-1,0,1,0,0
2020-09-04,denver-co,Denver,-1,0,1,0,0
2020-09-04,detroit-mi,Detroit,-1,0,1,0,0
2020-09-04,houston-tx,Houston,-1,0,1,0,0
2020-09-04,kansas-city-mo,Kansas City,-1,0,1,0,0
2020-09-04,miami-fl,Miami,-1,0,1,0,0
2020-09-04,oakland-ca,Oakland,-1,0,1,0,0
2020-09-04,pittsburgh-pa,Pittsburgh,-1,0,1,0,0
2020-09-04,san-francisco-ca,San Francisco,-1,0,1,0,0
2020-09-04,st.-louis-mo,St. Louis,-1,0,1,0,0
2020-09-04,washington-dc,Washington,-1,0,1,0,0
2020-09-04,colorado,Colorado,-3,0,1,0,1
2020-09-04,vancouver,Vancouver,-3,0,1,0,1
2020-09-05,new-york,New York,3,1,0,1,0
2020-09-05,anaheim-ca,Anaheim,1,1,0,0,0
2020-09-05,baltimore-md,Baltimore,1,1,0,0,0
2020-09-05,boston-ma,Boston,1,1,0,0,0
2020-09-05,cincinnati-oh,Cincinnati,1,1,0,0,0
2020-09-05,cleveland-oh,Cleveland,1,1,0,0,0
2020-09-05,denver-co,Denver,1,1,0,0,0
2020-09-05,miami-fl,Miami,1,1,0,0,0
2020-09-05,minneapolis-mn,Minneapolis,1,1,0,0,0
2020-09-05,oakland-ca,Oakland,1,1,0,0,0
2020-09-05,san-francisco-ca,San Francisco,1,1,0,0,0
2020-09-05,seattle-wa,Seattle,1,1,0,0,0
2020-09-05,st.-louis-mo,St. Louis,1,1,0,0,0
2020-09-05,washington-dc,Washington,1,1,0,0,0
2020-09-05,chicago-il,Chicago,0,1,1,0,0
2020-09-05,new-york-ny,New York,0,1,1,0,0
2020-09-05,arlington-tx,Arlington,-1,0,1,0,0
2020-09-05,atlanta-ga,Atlanta,-1,0,1,0,0
2020-09-05,detroit-mi,Detroit,-1,0,1,0,0
2020-09-05,houston-tx,Houston,-1,0,1,0,0
2020-09-05,kansas-city-mo,Kansas City,-1,0,1,0,0
2020-09-05,los-angeles-ca,Los Angeles,-1,0,1,0,0
2020-09-05,milwaukee-wi,Milwaukee,-1,0,1,0,0
2020-09-05,philadelphia-pa,Philadelphia,-1,0,1,0,0
2020-09-05,phoenix-az,Phoenix,-1,0,1,0,0
2020-09-05,pittsburgh-pa,Pittsburgh,-1,0,1,0,0
2020-09-05,san-diego-ca,San Diego,-1,0,1,0,0
2020-09-05,st.-petersburg-fl,St. Petersburg,-1,0,1,0,0
2020-09-05,toronto-on,Toronto,-1,0,1,0,0
2020-09-05,philadelphia,Philadelphia,-3,0,1,0,1
2020-09-06,dallas,Dallas,3,1,0,1,0
2020-09-06,anaheim-ca,Anaheim,1,1,0,0,0
2020-09-06,atlanta-ga,Atlanta,1,1,0,0,0
2020-09-06,baltimore-md,Baltimore,1,1,0,0,0
2020-09-06,cleveland-oh,Cleveland,1,1,0,0,0
2020-09-06,denver-co,Denver,1,1,0,0,0
2020-09-06,detroit-mi,Detroit,1,1,0,0,0
2020-09-06,pittsburgh-pa,Pittsburgh,1,1,0,0,0
2020-09-06,san-diego-ca,San Diego,1,1,0,0,0
2020-09-06,san-francisco-ca,San Francisco,1,1,0,0,0
2020-09-06,seattle-wa,Seattle,1,1,0,0,0
2020-09-06,st.-louis-mo,St. Louis,1,1,0,0,0
2020-09-06,st.-petersburg-fl,St. Petersburg,1,1,0,0,0
2020-09-06,toronto-on,Toronto,1,1,0,0,0
2020-09-06,chicago-il,Chicago,0,1,1,0,0
2020-09-06,new-york-ny,New York,0,1,1,0,0
2020-09-06,arlington-tx,Arlington,-1,0,1,0,0
2020-09-06,boston-ma,Boston,-1,0,1,0,0
2020-09-06,cincinnati-oh,Cincinnati,-1,0,1,0,0
2020-09-06,houston-tx,Houston,-1,0,1,0,0
2020-09-06,kansas-city-mo,Kansas City,-1,0,1,0,0
2020-09-06,los-angeles-ca,Los Angeles,-1,0,1,0,0
2020-09-06,miami-fl,Miami,-1,0,1,0,0
2020-09-06,milwaukee-wi,Milwaukee,-1,0,1,0,0
2020-09-06,minneapolis-mn,Minneapolis,-1,0,1,0,0
2020-09-06,oakland-ca,Oakland,-1,0,1,0,0
2020-09-06,philadelphia-pa,Philadelphia,-1,0,1,0,0
2020-09-06,phoenix-az,Phoenix,-1,0,1,0,0
2020-09-06,washington-dc,Washington,-1,0,1,0,0
2020-09-06,vegas,Vegas,-3,0,1,0,1
2020-09-07,tampa-bay,Tampa Bay,3,1,0,1,0
2020-09-07,chicago-il,Chicago,1,1,0,0,0
2020-09-07,cleveland-oh,Cleveland,1,1,0,0,0
2020-09-07,miami-fl,Miami,1,1,0,0,0
2020-09-07,minneapolis-mn,Minneapolis,1,1,0,0,0
2020-09-07,oakland-ca,Oakland,1,1,0,0,0
2020-09-07,philadelphia-pa,Philadelphia,1,1,0,0,0
2020-09-07,san-diego-ca,San Diego,1,1,0,0,0
2020-09-07,san-francisco-ca,San Francisco,1,1,0,0,0
2020-09-07,seattle-wa,Seattle,1,1,0,0,0
2020-09-07,toronto-on,Toronto,1,1,0,0,0
2020-09-07,washington-dc,Washington,1,1,0,0,0
2020-09-07,arlington-tx,Arlington,-1,0,1,0,0
2020-09-07,atlanta-ga,Atlanta,-1,0,1,0,0
2020-09-07,denver-co,Denver,-1,0,1,0,0
2020-09-07,detroit-mi,Detroit,-1,0,1,0,0
2020-09-07,houston-tx,Houston,-1,0,1,0,0
2020-09-07,kansas-city-mo,Kansas City,-1,0,1,0,0
2020-09-07,phoenix-az,Phoenix,-1,0,1,0,0
2020-09-07,st.-louis-mo,St. Louis,-1,0,1,0,0
2020-09-07,st.-petersburg-fl,St. Petersburg,-1,0,1,0,0
2020-09-07,new-york-ny,New York,-2,0,2,0,0
2020-09-07,new-york,New York,-3,0,1,0,1
2020-09-08,vegas,Vegas,3,1,0,1,0
2020-09-08,arlington-tx,Arlington,1,1,0,0,0
2020-09-08,baltimore-md,Baltimore,1,1,0,0,0
2020-09-08,detroit-mi,Detroit,1,1,0,0,0
2020-09-08,kansas-city-mo,Kansas City,1,1,0,0,0
2020-09-08,los-angeles-ca,Los Angeles,1,1,0,0,0
2020-09-08,miami-fl,Miami,1,1,0,0,0
2020-09-08,minneapolis-mn,Minneapolis,1,1,0,0,0
2020-09-08,oakland-ca,Oakland,1,1,0,0,0
2020-09-08,philadelphia-pa,Philadelphia,1,1,0,0,0
2020-09-08,pittsburgh-pa,Pittsburgh,1,1,0,0,0
2020-09-08,san-diego-ca,San Diego,1,1,0,0,0
2020-09-08,san-francisco-ca,San Francisco,1,1,0,0,0
2020-09-08,toronto-on,Toronto,1,1,0,0,0
2020-09-08,washington-dc,Washington,1,1,0,0,0
2020-09-08,chicago-il,Chicago,0,1,1,0,0
2020-09-08,anaheim-ca,Anaheim,-1,0,1,0,0
2020-09-08,atlanta-ga,Atlanta,-1,0,1,0,0
2020-09-08,boston-ma,Boston,-1,0,1,0,0
2020-09-08,cincinnati-oh,Cincinnati,-1,0,1,0,0
2020-09-08,cleveland-oh,Cleveland,-1,0,1,0,0
2020-09-08,denver-co,Denver,-1,0,1,0,0
2020-09-08,houston-tx,Houston,-1,0,1,0,0
2020-09-08,milwaukee-wi,Milwaukee,-1,0,1,0,0
2020-09-08,phoenix-az,Phoenix,-1,0,1,0,0
2020-09-08,seattle-wa,Seattle,-1,0,1,0,0
2020-09-08,st.-louis-mo,St. Louis,-1,0,1,0,0
2020-09-08,st.-petersburg-fl,St. Petersburg,-1,0,1,0,0
2020-09-08,new-york-ny,New York,-2,0,2,0,0
2020-09-08,dallas,Dallas,-3,0,1,0,1
2020-09-09,tampa-bay,Tampa Bay,3,1,0,1,0
2020-09-09,new-york-ny,New York,2,2,0,0,0
2020-09-09,arlington-tx,Arlington,1,1,0,0,0
2020-09-09,atlanta-ga,Atlanta,1,1,0,0,0
2020-09-09,cincinnati-oh,Cincinnati,1,1,0,0,0
2020-09-09,kansas-city-mo,Kansas City,1,1,0,0,0
2020-09-09,los-angeles-ca,Los Angeles,1,1,0,0,0
2020-09-09,milwaukee-wi,Milwaukee,1,1,0,0,0
2020-09-09,oakland-ca,Oakland,1,1,0,0,0
2020-09-09,san-diego-ca,San Diego,1,1,0,0,0
2020-09-09,san-francisco-ca,San Francisco,1,1,0,0,0
2020-09-09,chicago-il,Chicago,0,1,1,0,0
2020-09-09,anaheim-ca,Anaheim,-1,0,1,0,0
2020-09-09,baltimore-md,Baltimore,-1,0,1,0,0
2020-09-09,cleveland-oh,Cleveland,-1,0,1,0,0
2020-09-09,denver-co,Denver,-1,0,1,0,0
2020-09-09,detroit-mi,Detroit,-1,0,1,0,0
2020-09-09,houston-tx,Houston,-1,0,1,0,0
2020-09-09,miami-fl,Miami,-1,0,1,0,0
2020-09-09,phoenix-az,Phoenix,-1,0,1,0,0
2020-09-09,pittsburgh-pa,Pittsburgh,-1,0,1,0,0
2020-09-09,seattle-wa,Seattle,-1,0,1,0,0
2020-09-09,toronto-on,Toronto,-1,0,1,0,0
2020-09-09,new-york,New York,-3,0,1,0,1
2020-09-10,dallas,Dallas,3,1,0,1,0
2020-09-10,anaheim-ca,Anaheim,1,1,0,0,0
2020-09-10,atlanta-ga,Atlanta,1,1,0,0,0
2020-09-10,boston-ma,Boston,1,1,0,0,0
2020-09-10,chicago-il,Chicago,1,1,0,0,0
2020-09-10,kansas-city-mo,Kansas City,1,1,0,0,0
2020-09-10,miami-fl,Miami,1,1,0,0,0
2020-09-10,oakland-ca,Oakland,1,1,0,0,0
2020-09-10,phoenix-az,Phoenix,1,1,0,0,0
2020-09-10,san-diego-ca,San Diego,1,1,0,0,0
2020-09-10,st.-louis-mo,St. Louis,1,1,0,0,0
2020-09-10,arlington-tx,Arlington,-1,0,1,0,0
2020-09-10,cincinnati-oh,Cincinnati,-1,0,1,0,0
2020-09-10,cleveland-oh,Cleveland,-1,0,1,0,0
2020-09-10,detroit-mi,Detroit,-1,0,1,0,0
2020-09-10,houston-tx,Houston,-1,0,1,0,0
2020-09-10,los-angeles-ca,Los Angeles,-1,0,1,0,0
2020-09-10,philadelphia-pa,Philadelphia,-1,0,1,0,0
2020-09-10,san-francisco-ca,San Francisco,-1,0,1,0,0
2020-09-10,st.-petersburg-fl,St. Petersburg,-1,0,1,0,0
2020-09-10,washington-dc,Washington,-1,0,1,0,0
2020-09-10,vegas,Vegas,-3,0,1,0,1
2020-09-11,new-york,New York,3,1,0,1,0
2020-09-11,new-york-ny,New York,2,2,0,0,0
2020-09-11,cincinnati-oh,Cincinnati,1,1,0,0,0
2020-09-11,denver-co,Denver,1,1,0,0,0
2020-09-11,kansas-city-mo,Kansas City,1,1,0,0,0
2020-09-11,milwaukee-wi,Milwaukee,1,1,0,0,0
2020-09-11,minneapolis-mn,Minneapolis,1,1,0,0,0
2020-09-11,oakland-ca,Oakland,1,1,0,0,0
2020-09-11,philadelphia-pa,Philadelphia,1,1,0,0,0
2020-09-11,phoenix-az,Phoenix,1,1,0,0,0
2020-09-11,st.-petersburg-fl,St. Petersburg,1,1,0,0,0
2020-09-11,washington-dc,Washington,1,1,0,0,0
2020-09-11,chicago-il,Chicago,0,1,1,0,0
2020-09-11,anaheim-ca,Anaheim,-1,0,1,0,0
2020-09-11,arlington-tx,Arlington,-1,0,1,0,0
2020-09-11,atlanta-ga,Atlanta,-1,0,1,0,0
2020-09-11,baltimore-md,Baltimore,-1,0,1,0,0
2020-09-11,boston-ma,Boston,-1,0,1,0,0
2020-09-11,cleveland-oh,Cleveland,-1,0,1,0,0
2020-09-11,detroit-mi,Detroit,-1,0,1,0,0
2020-09-11,miami-fl,Miami,-1,0,1,0,0
2020-09-11,pittsburgh-pa,Pittsburgh,-1,0,1,0,0
2020-09-11,seattle-wa,Seattle,-1,0,1,0,0
2020-09-11,st.-louis-mo,St. Louis,-1,0,1,0,0
2020-09-11,toronto-on,Toronto,-1,0,1,0,0
2020-09-11,tampa-bay,Tampa Bay,-3,0,1,0,1
2020-09-12,dallas,Dallas,3,1,0,1,0
2020-09-12,chicago-il,Chicago,2,2,0,0,0
2020-09-12,anaheim-ca,Anaheim,1,1,0,0,0
2020-09-12,arlington-tx,Arlington,1,1,0,0,0
2020-09-12,atlanta-ga,Atlanta,1,1,0,0,0
2020-09-12,houston-tx,Houston,1,1,0,0,0
2020-09-12,kansas-city-mo,Kansas City,1,1,0,0,0
2020-09-12,minneapolis-mn,Minneapolis,1,1,0,0,0
2020-09-12,philadelphia-pa,Philadelphia,1,1,0,0,0
2020-09-12,seattle-wa,Seattle,1,1,0,0,0
2020-09-12,st.-louis-mo,St. Louis,1,1,0,0,0
2020-09-12,st.-petersburg-fl,St. Petersburg,1,1,0,0,0
2020-09-12,toronto-on,Toronto,1,1,0,0,0
2020-09-12,new-york-ny,New York,0,1,1,0,0
2020-09-12,baltimore-md,Baltimore,-1,0,1,0,0
2020-09-12,boston-ma,Boston,-1,0,1,0,0
2020-09-12,cincinnati-oh,Cincinnati,-1,0,1,0,0
2020-09-12,cleveland-oh,Cleveland,-1,0,1,0,0
2020-09-12,denver-co,Denver,-1,0,1,0,0
2020-09-12,detroit-mi,Detroit,-1,0,1,0,0
2020-09-12,los-angeles-ca,Los Angeles,-1,0,1,0,0
2020-09-12,miami-fl,Miami,-1,0,1,0,0
2020-09-12,milwaukee-wi,Milwaukee,-1,0,1,0,0
2020-09-12,oakland-ca,Oakland,-1,0,1,0,0
2020-09-12,phoenix-az,Phoenix,-1,0,1,0,0
2020-09-12,pittsburgh-pa,Pittsburgh,-1,0,1,0,0
2020-09-12,washington-dc,Washington,-1,0,1,0,0
2020-09-12,vegas,Vegas,-3,0,1,0,1
2020-09-13,tampa-bay,Tampa Bay,3,1,0,1,0
2020-09-13,chicago-il,Chicago,2,2,0,0,0
2020-09-13,anaheim-ca,Anaheim,1,1,0,0,0
2020-09-13,arlington-tx,Arlington,1,1,0,0,0
2020-09-13,atlanta-ga,Atlanta,1,1,0,0,0
2020-09-13,boston-ma,Boston,1,1,0,0,0
2020-09-13,cincinnati-oh,Cincinnati,1,1,0,0,0
2020-09-13,kansas-city-mo,Kansas City,1,1,0,0,0
2020-09-13,los-angeles-ca,Los Angeles,1,1,0,0,0
2020-09-13,miami-fl,Miami,1,1,0,0,0
2020-09-13,minneapolis-mn,Minneapolis,1,1,0,0,0
2020-09-13,san-diego-ca,San Diego,1,1,0,0,0
2020-09-13,seattle-wa,Seattle,1,1,0,0,0
2020-09-13,toronto-on,Toronto,1,1,0,0,0
2020-09-13,new-york-ny,New York,0,1,1,0,0
2020-09-13,baltimore-md,Baltimore,-1,0,1,0,0
2020-09-13,cleveland-oh,Cleveland,-1,0,1,0,0
2020-09-13,denver-co,Denver,-1,0,1,0,0
2020-09-13,detroit-mi,Detroit,-1,0,1,0,0
2020-09-13,houston-tx,Houston,-1,0,1,0,0
2020-09-13,milwaukee-wi,Milwaukee,-1,0,1,0,0
2020-09-13,oakland-ca,Oakland,-1,0,1,0,0
2020-09-13,philadelphia-pa,Philadelphia,-1,0,1,0,0
2020-09-13,phoenix-az,Phoenix,-1,0,1,0,0
2020-09-13,pittsburgh-pa,Pittsburgh,-1,0,1,0,0
2020-09-13,san-francisco-ca,San Francisco,-1,0,1,0,0
2020-09-13,st.-louis-mo,St. Louis,-1,0,1,0,0
2020-09-13,st.-petersburg-fl,St. Petersburg,-1,0,1,0,0
2020-09-13,washington-dc,Washington,-1,0,1,0,0
2020-09-13,new-york,New York,-3,0,1,0,1
2020-09-14,dallas,Dallas,3,1,0,1,0
2020-09-14,baltimore-md,Baltimore,1,1,0,0,0
2020-09-14,chicago-il,Chicago,1,1,0,0,0
2020-09-14,cincinnati-oh,Cincinnati,1,1,0,0,0
2020-09-14,miami-fl,Miami,1,1,0,0,0
2020-09-14,milwaukee-wi,Milwaukee,1,1,0,0,0
2020-09-14,san-diego-ca,San Diego,1,1,0,0,0
2020-09-14,seattle-wa,Seattle,1,1,0,0,0
2020-09-14,atlanta-ga,Atlanta,-1,0,1,0,0
2020-09-14,los-angeles-ca,Los Angeles,-1,0,1,0,0
2020-09-14,minneapolis-mn,Minneapolis,-1,0,1,0,0
2020-09-14,oakland-ca,Oakland,-1,0,1,0,0
2020-09-14,philadelphia-pa,Philadelphia,-1,0,1,0,0
2020-09-14,pittsburgh-pa,Pittsburgh,-1,0,1,0,0
2020-09-14,st.-louis-mo,St. Louis,-1,0,1,0,0
2020-09-14,vegas,Vegas,-3,0,1,0,1
2020-09-15,new-york,New York,3,1,0,1,0
2020-09-15,chicago-il,Chicago,2,2,0,0,0
2020-09-15,atlanta-ga,Atlanta,1,1,0,0,0
2020-09-15,boston-ma,Boston,1,1,0,0,0
2020-09-15,cincinnati-oh,Cincinnati,1,1,0,0,0
2020-09-15,denver-co,Denver,1,1,0,0,0
2020-09-15,detroit-mi,Detroit,1,1,0,0,0
2020-09-15,houston-tx,Houston,1,1,0,0,0
2020-09-15,los-angeles-ca,Los Angeles,1,1,0,0,0
2020-09-15,milwaukee-wi,Milwaukee,1,1,0,0,0
2020-09-15,philadelphia-pa,Philadelphia,1,1,0,0,0
2020-09-15,phoenix-az,Phoenix,1,1,0,0,0
2020-09-15,st.-petersburg-fl,St. Petersburg,1,1,0,0,0
2020-09-15,new-york-ny,New York,0,1,1,0,0
2020-09-15,anaheim-ca,Anaheim,-1,0,1,0,0
2020-09-15,arlington-tx,Arlington,-1,0,1,0,0
2020-09-15,baltimore-md,Baltimore,-1,0,1,0,0
2020-09-15,cleveland-oh,Cleveland,-1,0,1,0,0
2020-09-15,kansas-city-mo,Kansas City,-1,0,1,0,0
2020-09-15,miami-fl,Miami,-1,0,1,0,0
2020-09-15,minneapolis-mn,Minneapolis,-1,0,1,0,0
2020-09-15,oakland-ca,Oakland,-1,0,1,0,0
2020-09-15,pittsburgh-pa,Pittsburgh,-1,0,1,0,0
